timestamp,day_of_week,applied_torque_nm,screwdriving_speed_rpm,motor_current_a,press_pressure_bar,operator_cycle_time_s,relative_humidity_pct,shop_floor_temp_c,line_vibration_mm_s,operator_experience_yrs,shift_change,material_batch,is_scrap
2025-01-09 16:00:00,1,1.6,888.6,2.23,4.74,20.92,65.7,29.8,0.42,12,0,23,0
2025-02-21 12:00:00,2,1.41,893.9,2.61,4.99,21.82,43.6,24.3,4.47,11,0,20,0
2025-02-06 20:00:00,1,1.75,732.2,2.35,5.05,18.1,41.0,23.5,1.48,0,0,39,0
2025-02-16 14:00:00,4,1.7,779.1,2.59,4.91,15.92,55.6,19.9,1.43,14,0,7,1
2025-01-11 16:00:00,3,1.52,759.8,2.61,4.73,18.29,28.2,20.7,4.13,3,1,15,0
2025-02-03 06:00:00,5,1.88,805.6,2.5,6.14,15.3,62.4,18.7,1.92,9,0,14,1
2025-01-08 15:00:00,0,1.72,888.3,2.18,4.63,22.38,29.2,21.8,1.27,9,1,43,0
2025-01-06 20:00:00,5,1.61,735.7,2.2,4.55,19.1,30.8,22.0,0.71,0,0,34,1
2025-02-08 13:00:00,3,1.7,887.2,2.48,5.24,17.99,32.2,21.9,1.7,15,0,25,0
2025-01-28 09:00:00,6,1.99,808.1,2.5,4.36,22.38,73.4,23.3,1.5,0,0,6,1
2025-02-11 13:00:00,6,1.91,986.1,2.6,5.51,19.93,26.0,23.8,1.37,6,0,33,1
2025-02-04 07:00:00,6,1.78,825.5,2.55,4.9,20.44,30.3,21.3,2.11,3,0,27,0
2025-02-09 20:00:00,4,1.91,792.2,2.41,5.07,19.76,37.9,23.7,1.72,3,1,14,0
2025-01-24 22:00:00,2,1.59,846.0,2.37,5.15,23.42,70.2,25.5,1.56,0,0,21,1
2025-01-25 08:00:00,3,1.81,773.0,2.46,4.83,14.57,42.9,26.5,1.58,2,0,14,1
2025-01-10 15:00:00,2,1.83,656.4,2.44,5.46,19.31,72.0,25.1,1.92,2,0,32,0
2025-01-04 11:00:00,3,1.72,780.8,2.44,5.32,21.93,33.5,27.4,1.16,10,0,30,0
2025-01-10 13:00:00,2,1.88,779.5,2.56,5.26,19.66,34.4,20.3,1.06,0,0,31,0
2025-01-24 14:00:00,2,1.66,672.6,2.22,4.24,16.57,27.6,18.0,1.38,8,0,32,0
2025-01-04 22:00:00,3,1.89,794.2,2.48,4.83,18.0,33.4,25.3,0.91,4,1,13,0
2025-01-20 16:00:00,5,1.9,634.6,2.56,4.94,19.11,69.3,27.9,1.48,0,0,22,0
2025-01-26 12:00:00,4,1.27,772.2,2.04,5.87,22.39,46.6,20.2,1.55,0,0,48,0
2025-02-06 14:00:00,1,2.01,819.5,2.58,4.29,18.01,55.9,23.4,1.47,13,0,4,1
2025-02-12 22:00:00,0,1.25,807.8,1.98,4.68,22.11,39.0,22.8,1.32,14,1,20,0
2025-01-09 18:00:00,1,1.69,767.1,2.59,5.54,19.21,34.3,28.2,2.33,9,0,17,0
2025-01-22 17:00:00,0,1.98,793.2,2.72,4.53,20.34,50.0,25.2,1.97,8,0,39,0
2025-01-14 22:00:00,6,1.74,737.3,2.22,4.67,18.12,28.0,23.6,1.45,3,0,35,0
2025-02-28 19:00:00,2,1.54,800.9,2.05,5.84,17.39,71.1,26.8,1.55,13,0,49,1
2025-02-26 20:00:00,0,1.6,804.6,2.22,5.18,14.68,50.6,24.4,2.19,7,0,30,0
2025-01-08 07:00:00,0,1.98,728.0,2.43,5.43,11.92,39.4,22.0,1.21,10,0,45,0
2025-02-06 20:00:00,1,1.45,821.4,2.04,5.36,17.02,25.5,26.8,1.02,12,0,16,1
2025-01-02 13:00:00,1,2.0,820.9,2.6,5.06,11.68,28.4,20.1,1.61,7,0,32,1
2025-01-15 06:00:00,0,1.79,786.7,2.48,5.05,17.76,38.8,23.3,1.71,5,0,16,0
2025-01-06 21:00:00,5,1.58,993.7,2.33,5.44,19.65,33.6,23.2,1.74,7,0,34,1
2025-01-14 11:00:00,6,1.7,788.7,2.71,4.58,18.06,49.5,30.1,3.72,14,0,29,1
2025-01-07 09:00:00,6,1.62,777.7,2.87,5.87,10.93,50.2,20.0,4.4,11,0,21,0
2025-02-12 19:00:00,0,1.96,766.2,2.32,4.73,18.07,31.5,21.3,0.8,11,1,25,0
2025-02-17 13:00:00,5,1.93,722.3,2.56,5.51,19.3,57.5,26.1,1.21,5,0,19,0
2025-02-17 16:00:00,5,1.49,854.9,2.29,5.25,21.12,71.3,22.0,1.79,5,0,5,0
2025-01-07 07:00:00,6,1.73,745.1,2.21,4.73,21.16,57.2,24.8,1.04,8,1,39,0
2025-02-12 09:00:00,0,1.64,754.6,2.25,5.24,19.16,49.0,23.3,0.53,0,0,35,0
2025-02-20 22:00:00,1,2.03,756.9,2.7,5.06,21.66,34.2,22.2,1.57,1,1,44,0
2025-01-17 06:00:00,2,1.56,721.2,2.22,4.12,22.56,51.4,24.3,1.22,8,0,15,0
2025-02-25 13:00:00,6,2.09,659.9,2.33,4.96,18.01,69.4,25.5,0.64,12,0,50,0
2025-02-24 12:00:00,5,1.79,763.0,2.56,4.38,14.23,63.9,21.8,1.54,6,0,22,0
2025-02-19 14:00:00,0,1.59,869.9,2.29,5.25,16.77,48.7,21.0,1.31,5,0,30,1
2025-01-04 15:00:00,3,1.68,815.8,2.53,4.93,16.08,49.7,23.2,2.34,11,0,24,0
2025-02-08 21:00:00,3,1.66,924.8,2.02,5.44,15.03,68.9,22.5,1.54,2,0,39,0
2025-01-19 08:00:00,4,1.57,860.1,2.27,4.65,17.18,31.1,25.4,1.79,1,0,17,1
2025-02-11 18:00:00,6,1.82,841.9,2.33,4.35,24.84,37.6,24.3,1.49,11,0,33,0
2025-01-23 17:00:00,1,1.58,950.6,2.37,4.46,15.39,31.1,24.9,1.2,7,0,16,0
2025-02-20 21:00:00,1,1.41,792.2,2.0,6.01,17.18,62.4,23.9,1.26,1,0,39,0
2025-02-19 14:00:00,0,1.73,805.0,2.64,6.5,24.91,58.7,22.5,2.04,10,0,24,1
2025-02-07 07:00:00,2,1.48,799.1,2.78,6.0,19.36,62.3,27.7,4.72,15,0,41,1
2025-02-03 21:00:00,5,1.66,923.5,2.93,4.23,20.64,55.2,24.7,5.2,5,1,15,1
2025-01-18 21:00:00,3,1.64,800.2,2.35,4.31,19.26,64.4,19.9,0.88,11,0,17,0
2025-02-23 06:00:00,4,1.64,748.1,2.48,4.47,18.39,64.5,25.0,3.06,11,0,8,0
2025-02-23 11:00:00,4,2.16,847.0,2.76,5.39,16.74,68.1,20.5,2.03,11,0,17,1
2025-02-06 18:00:00,1,1.81,734.7,2.44,6.05,19.89,28.9,25.0,0.63,7,1,9,1
2025-01-08 12:00:00,0,1.84,842.7,2.46,5.45,22.52,28.1,27.3,1.89,1,1,1,0
2025-02-13 16:00:00,1,1.48,833.1,2.11,5.1,13.68,49.5,24.4,1.7,2,0,32,0
2025-01-03 17:00:00,2,1.68,784.8,2.35,4.54,16.76,29.3,29.4,1.57,9,0,22,0
2025-01-20 10:00:00,5,1.84,845.3,2.37,4.86,15.12,34.3,20.5,1.26,8,1,28,0
2025-02-08 17:00:00,3,1.62,681.0,2.59,5.04,16.4,47.9,26.1,2.09,0,0,29,0
2025-02-01 08:00:00,3,1.96,813.0,3.0,5.44,19.2,70.4,23.2,4.85,3,0,26,1
2025-02-18 10:00:00,6,1.58,763.0,2.13,4.75,16.82,40.1,21.3,0.78,5,0,36,1
2025-01-06 20:00:00,5,1.75,1000.0,2.23,5.2,17.3,73.5,27.8,0.89,13,0,10,0
2025-01-19 19:00:00,4,1.7,812.5,2.29,5.14,11.09,69.1,23.4,0.68,11,0,10,1
2025-01-24 12:00:00,2,1.83,752.3,2.79,5.05,14.52,51.9,24.0,2.69,13,0,26,0
2025-02-11 16:00:00,6,1.68,689.7,2.51,4.8,14.99,50.2,23.9,2.21,3,0,8,1
2025-01-18 06:00:00,3,1.75,904.4,2.82,5.06,14.02,65.0,30.4,4.77,13,1,50,0
2025-01-02 15:00:00,1,1.76,772.0,2.28,4.95,20.12,27.1,25.8,1.43,11,1,36,0
2025-01-19 21:00:00,4,1.67,736.7,2.62,4.61,19.09,39.0,26.9,3.49,0,0,45,0
2025-01-14 13:00:00,6,1.89,826.9,2.49,5.44,20.83,38.8,21.9,0.97,8,1,3,1
2025-02-16 12:00:00,4,1.84,852.0,2.92,5.79,21.18,30.3,21.6,4.63,4,0,24,1
2025-02-16 20:00:00,4,1.78,850.7,2.55,5.08,21.43,27.3,22.2,1.48,14,0,49,0
2025-02-06 11:00:00,1,1.72,801.6,2.56,4.98,18.88,64.2,22.9,2.19,7,0,4,0
2025-01-28 20:00:00,6,1.94,812.7,2.71,5.38,18.48,29.3,21.4,2.19,7,0,44,0
2025-02-24 11:00:00,5,1.76,818.6,2.44,5.09,18.7,49.1,23.2,1.26,15,0,47,0
2025-02-22 15:00:00,3,1.74,826.9,2.11,5.57,15.47,56.0,27.2,0.38,4,0,12,0
2025-01-18 19:00:00,3,1.82,834.0,2.98,5.05,18.68,50.2,24.2,5.15,9,0,30,1
2025-01-18 07:00:00,3,2.1,887.6,2.69,5.29,16.71,62.7,19.1,2.09,13,0,24,1
2025-01-06 15:00:00,5,1.56,804.5,2.33,5.87,14.93,35.3,27.6,1.62,9,0,7,0
2025-01-09 07:00:00,1,1.94,734.7,2.87,5.63,13.5,73.1,20.0,4.14,7,0,9,0
2025-01-03 21:00:00,2,1.46,788.5,2.57,4.92,11.94,31.4,27.0,3.96,4,0,39,1
2025-01-28 22:00:00,6,1.84,860.3,2.42,5.54,18.17,68.1,23.8,1.12,4,1,2,1
2025-01-27 21:00:00,5,2.08,657.1,3.0,4.47,16.3,47.9,30.6,3.92,13,0,9,0
2025-02-11 15:00:00,6,1.89,657.5,2.57,4.9,16.12,33.5,28.2,2.54,6,0,20,0
2025-01-29 20:00:00,0,1.83,873.5,2.66,5.42,15.11,61.9,25.6,2.36,5,0,20,1
2025-02-12 16:00:00,0,1.7,921.6,2.22,5.76,16.59,44.2,23.9,1.09,7,0,4,0
2025-02-22 12:00:00,3,1.81,698.8,2.24,4.62,17.73,34.4,27.7,0.62,0,1,20,1
2025-02-07 15:00:00,2,1.76,808.0,2.43,4.99,18.23,68.1,24.4,1.58,3,0,49,1
2025-02-02 19:00:00,4,1.66,768.0,2.46,5.0,19.84,31.8,25.4,1.43,14,0,20,0
2025-02-09 06:00:00,4,1.75,779.1,2.39,4.95,16.78,74.0,24.5,1.81,12,0,48,0
2025-01-01 21:00:00,0,1.84,824.4,2.38,4.39,22.37,70.5,22.3,1.93,14,1,30,1
2025-01-30 09:00:00,1,1.66,696.6,2.17,5.25,16.06,28.1,24.9,0.92,13,0,35,0
2025-02-07 12:00:00,2,1.66,711.4,2.41,4.36,16.12,49.8,22.0,2.14,0,1,30,1
2025-02-15 07:00:00,3,1.56,775.9,2.43,5.57,21.4,58.4,25.9,1.32,7,0,28,0
2025-01-18 08:00:00,3,1.87,788.4,2.61,5.68,12.89,65.1,24.0,1.8,2,0,3,0
2025-03-01 08:00:00,3,1.9,709.9,2.45,4.68,19.73,66.0,22.6,1.37,0,0,23,0
2025-01-21 14:00:00,6,1.84,863.2,2.55,4.36,21.65,26.6,22.3,1.96,3,1,34,1
2025-02-09 08:00:00,4,1.97,766.6,2.58,4.98,24.11,61.5,28.3,0.32,1,0,34,0
2025-02-16 22:00:00,4,1.82,766.3,2.77,4.74,17.59,25.5,21.3,3.62,14,0,48,1
2025-01-29 15:00:00,0,1.87,822.6,2.44,4.89,17.9,69.8,24.8,1.08,8,1,7,0
2025-02-27 22:00:00,1,1.86,789.7,2.47,5.05,24.31,67.0,21.1,1.54,15,1,29,1
2025-03-01 11:00:00,3,1.78,867.0,2.62,4.54,21.05,47.2,25.1,2.12,4,1,49,0
2025-02-03 16:00:00,5,1.7,725.3,2.28,5.83,21.81,69.0,23.2,1.1,8,1,33,0
2025-02-20 15:00:00,1,2.2,688.2,3.0,4.68,19.19,52.8,24.2,4.9,5,0,14,0
2025-01-13 14:00:00,5,1.72,775.2,2.48,5.47,19.51,68.4,22.9,1.31,8,0,31,1
2025-01-27 11:00:00,5,1.68,804.8,2.4,4.56,18.64,52.1,18.8,1.28,8,0,23,0
2025-02-06 11:00:00,1,1.88,700.7,2.43,5.03,18.87,25.7,24.9,0.98,0,0,30,1
2025-01-10 16:00:00,2,1.84,689.0,2.37,5.22,14.15,49.9,24.7,1.55,10,1,3,0
2025-02-10 09:00:00,5,1.55,814.6,2.25,5.07,14.65,41.0,21.3,1.58,3,0,50,0
2025-02-04 22:00:00,6,2.0,739.4,2.6,4.87,19.69,28.9,24.2,1.73,2,0,26,0
2025-02-07 19:00:00,2,1.78,683.8,2.31,4.75,22.46,72.5,24.7,1.09,15,1,2,0
2025-02-20 07:00:00,1,1.6,877.2,2.21,4.8,18.45,73.7,25.0,1.03,10,0,37,0
2025-02-28 13:00:00,2,2.01,749.5,2.68,4.66,18.86,48.2,24.2,1.44,1,0,15,0
2025-01-20 12:00:00,5,1.91,892.0,2.47,5.17,20.15,42.3,22.2,1.38,1,0,34,0
2025-01-11 08:00:00,3,1.57,802.3,2.51,5.92,22.99,71.3,26.0,3.91,1,1,38,1
2025-02-08 08:00:00,3,2.12,823.6,2.57,5.18,13.23,37.1,24.8,1.15,9,0,3,0
2025-01-02 17:00:00,1,1.92,783.1,2.75,5.3,21.75,74.5,19.1,1.66,10,0,33,1
2025-02-07 16:00:00,2,1.8,600.0,2.45,5.54,20.15,49.1,22.9,1.03,10,0,37,0
2025-01-04 22:00:00,3,2.09,709.1,2.59,4.77,16.6,43.2,25.6,1.44,0,0,47,1
2025-01-15 17:00:00,0,1.83,789.9,2.59,4.1,18.83,63.2,28.3,1.35,4,1,7,1
2025-01-13 11:00:00,5,1.8,829.2,2.43,5.0,17.17,71.6,24.5,1.48,2,0,14,0
2025-01-07 13:00:00,6,1.68,656.8,2.69,5.43,21.71,65.5,20.8,2.09,13,1,41,0
2025-01-24 17:00:00,2,1.9,795.7,2.48,6.0,16.58,60.9,19.8,0.84,2,0,24,0
2025-01-01 13:00:00,0,1.89,710.2,2.41,4.51,15.0,30.3,24.2,0.3,12,0,48,0
2025-01-10 09:00:00,2,1.8,818.8,2.51,5.55,17.7,31.5,23.6,1.2,3,0,45,0
2025-01-07 19:00:00,6,1.66,798.4,2.41,5.13,15.38,68.0,24.9,0.92,14,0,19,1
2025-01-26 06:00:00,4,1.82,859.5,2.26,4.81,20.41,56.7,21.2,0.3,5,0,6,0
2025-02-27 13:00:00,1,1.79,885.3,2.73,4.48,18.27,59.3,24.6,2.37,5,1,36,0
2025-01-08 14:00:00,0,1.56,836.7,2.25,4.71,15.02,61.3,23.8,1.78,8,0,19,0
2025-02-26 08:00:00,0,1.54,868.8,2.27,5.29,16.15,30.4,21.6,1.83,14,0,46,0
2025-02-15 17:00:00,3,1.9,772.0,2.53,5.61,17.65,39.4,28.0,1.36,7,1,38,1
2025-01-07 10:00:00,6,1.33,1000.0,2.21,3.64,17.19,62.5,26.2,1.71,7,0,24,0
2025-01-02 06:00:00,1,1.84,702.5,2.43,5.26,13.63,73.5,23.7,1.29,6,1,35,1
2025-01-26 16:00:00,4,1.71,757.8,2.62,4.71,15.05,72.6,20.6,1.91,4,0,39,1
2025-01-16 22:00:00,1,2.04,872.1,2.8,4.76,18.63,31.6,25.2,1.6,15,0,30,0
2025-01-23 09:00:00,1,1.71,860.2,2.4,5.21,21.16,52.4,22.3,1.48,9,0,23,0
2025-02-12 18:00:00,0,1.92,839.0,2.47,5.96,16.66,30.5,25.7,1.52,15,0,44,1
2025-02-21 21:00:00,2,1.73,854.0,2.62,4.64,18.18,54.4,25.0,2.23,14,0,48,0
2025-01-29 15:00:00,0,1.82,633.3,2.28,4.95,25.16,54.9,21.4,1.58,6,1,44,1
2025-01-18 08:00:00,3,1.93,927.1,2.57,4.21,18.55,34.7,23.9,0.98,14,0,8,0
2025-02-03 22:00:00,5,1.72,783.7,2.43,5.22,13.08,74.2,26.4,2.26,2,0,13,1
2025-02-05 14:00:00,0,1.98,899.7,2.77,4.66,19.36,37.8,20.1,1.74,3,0,1,1
2025-02-22 12:00:00,3,1.62,637.3,2.17,5.79,18.49,68.7,24.8,1.43,7,0,47,0
2025-02-09 19:00:00,4,1.85,820.5,2.44,5.18,16.86,73.8,28.2,1.47,2,0,40,0
2025-03-01 13:00:00,3,1.97,754.9,2.56,4.86,18.49,73.7,21.3,0.97,0,1,3,0
2025-02-06 10:00:00,1,1.92,845.8,3.0,4.86,21.04,61.3,19.6,4.71,7,1,17,1
2025-01-30 08:00:00,1,2.14,825.4,2.59,5.18,13.3,63.4,30.8,0.89,1,0,44,0
2025-02-17 19:00:00,5,1.66,829.3,2.3,5.35,16.88,41.8,18.2,1.38,15,0,50,0
2025-01-27 16:00:00,5,1.55,715.3,2.31,4.42,17.06,44.4,23.8,1.16,8,0,3,0
2025-02-01 16:00:00,3,1.62,795.4,2.5,4.93,16.94,73.3,27.0,1.99,15,1,41,1
2025-02-15 15:00:00,3,1.92,785.6,2.64,5.0,17.68,28.8,27.4,2.28,10,0,11,0
2025-02-03 22:00:00,5,1.89,839.6,2.39,5.11,14.83,50.0,24.7,0.93,4,0,38,0
2025-01-01 11:00:00,0,1.82,879.1,2.34,5.65,19.34,37.2,27.8,1.5,10,0,49,0
2025-02-07 16:00:00,2,1.6,812.0,2.31,4.29,26.44,33.7,23.4,1.34,1,0,23,1
2025-02-26 11:00:00,0,1.94,697.9,2.69,5.48,15.7,39.7,22.8,1.73,8,0,17,0
2025-02-04 09:00:00,6,1.58,808.6,2.31,5.18,18.99,64.4,24.3,1.55,11,0,32,0
2025-01-11 18:00:00,3,2.01,1000.0,2.51,4.75,18.36,59.0,25.0,1.31,7,0,24,0
2025-02-03 19:00:00,5,2.31,931.7,3.0,5.4,18.49,48.5,25.1,1.55,3,0,17,0
2025-02-24 09:00:00,5,1.87,600.0,2.29,4.81,16.81,46.8,21.6,1.39,14,0,21,0
2025-01-21 21:00:00,6,1.9,805.1,3.0,4.09,19.74,41.3,24.2,4.66,3,1,47,0
2025-02-26 09:00:00,0,1.71,874.6,2.36,3.5,18.52,63.0,21.4,1.1,4,0,4,1
2025-01-11 10:00:00,3,1.47,785.4,2.27,4.39,21.23,32.2,23.6,1.63,11,1,4,0
2025-01-06 10:00:00,5,1.69,763.2,2.34,4.73,20.79,36.4,25.5,1.76,4,1,28,1
2025-02-14 18:00:00,2,1.6,778.6,2.33,5.09,22.93,47.0,25.3,1.72,3,1,24,0
2025-02-09 17:00:00,4,1.54,844.2,2.26,5.3,16.15,33.6,28.9,1.35,2,0,43,1
2025-01-19 11:00:00,4,2.11,708.1,2.81,4.87,18.75,53.0,22.7,2.18,12,1,7,1
2025-01-08 12:00:00,0,1.85,895.1,2.7,4.3,19.23,40.2,26.6,4.03,1,0,22,1
2025-02-20 22:00:00,1,1.87,795.5,2.61,4.81,20.13,59.4,29.0,0.95,14,0,29,1
2025-01-11 19:00:00,3,1.74,725.2,2.54,4.89,14.08,25.5,29.8,1.83,2,0,6,0
2025-01-17 20:00:00,2,1.77,889.9,2.38,5.87,20.73,50.8,26.6,1.06,2,0,3,0
2025-01-06 19:00:00,5,1.97,676.4,2.54,5.28,18.79,74.3,20.5,1.03,15,0,8,0
2025-02-07 12:00:00,2,1.79,755.6,2.59,4.17,21.86,65.4,21.5,1.27,8,1,6,0
2025-02-16 21:00:00,4,1.9,754.3,2.41,4.84,18.12,31.1,21.8,1.11,11,0,48,1
2025-02-10 08:00:00,5,1.76,971.5,2.39,5.35,18.69,41.4,24.3,1.82,11,1,37,0
2025-01-23 07:00:00,1,1.74,745.2,2.57,5.01,16.35,68.4,28.8,1.95,4,0,43,1
2025-01-31 11:00:00,2,1.55,627.6,2.59,4.19,16.98,28.5,23.6,3.37,8,0,20,0
2025-02-07 14:00:00,2,1.44,753.5,2.16,5.41,12.92,60.3,22.1,2.03,7,0,6,0
2025-02-03 12:00:00,5,1.75,836.4,2.77,5.18,17.59,28.8,27.1,3.07,14,0,24,1
2025-02-28 14:00:00,2,1.81,862.7,2.51,4.92,18.57,37.5,22.8,1.54,13,1,2,0
2025-02-16 09:00:00,4,1.57,982.1,2.29,4.6,22.45,74.2,26.6,2.17,1,1,25,1
2025-01-26 08:00:00,4,1.79,912.6,2.58,5.51,16.24,69.3,23.1,1.99,10,0,5,0
2025-02-11 12:00:00,6,1.81,815.0,2.62,4.09,18.87,44.7,26.3,2.22,15,0,48,0
2025-02-04 09:00:00,6,1.41,728.7,2.1,4.22,18.89,58.8,24.7,1.2,7,1,31,1
2025-01-06 08:00:00,5,1.64,929.9,2.44,4.63,14.48,48.1,23.3,1.96,8,1,22,0
2025-02-25 13:00:00,6,1.87,770.5,2.87,5.15,18.11,27.1,20.4,3.37,12,0,47,1
2025-02-15 21:00:00,3,1.87,747.3,2.66,4.32,20.74,66.9,24.1,1.8,3,1,6,0
2025-01-22 17:00:00,0,1.59,766.6,2.41,4.73,20.23,64.4,20.8,2.15,4,0,1,0
2025-01-01 07:00:00,0,1.83,699.8,2.4,4.83,15.76,73.0,24.9,1.1,10,0,31,0
2025-01-09 19:00:00,1,1.98,762.8,2.5,5.17,14.22,29.1,26.4,0.57,15,0,18,0
2025-01-11 15:00:00,3,1.94,781.4,2.84,4.86,21.75,35.1,25.4,2.42,10,1,18,0
2025-01-27 10:00:00,5,1.78,858.5,2.91,4.86,18.8,39.5,23.9,4.16,12,1,19,0
2025-03-01 19:00:00,3,1.72,769.0,2.36,4.65,17.93,55.8,23.9,1.45,0,1,13,0
2025-01-28 12:00:00,6,1.69,698.6,2.53,5.54,18.69,73.0,25.8,2.52,1,1,32,1
2025-01-24 18:00:00,2,1.88,671.7,2.54,5.33,18.24,66.4,22.5,0.45,13,1,25,0
2025-02-11 19:00:00,6,1.84,816.8,2.58,5.31,20.14,69.0,24.5,1.6,12,0,16,0
2025-01-10 19:00:00,2,1.91,805.8,2.53,4.61,20.86,74.1,20.5,1.24,1,0,20,0
2025-01-17 21:00:00,2,1.82,755.7,3.0,4.74,14.26,62.0,22.2,4.34,6,0,15,0
2025-02-27 11:00:00,1,1.95,762.6,2.53,5.24,13.22,50.2,24.6,1.52,3,0,34,0
2025-01-25 19:00:00,3,1.82,831.1,2.33,4.71,15.94,35.6,20.7,0.3,9,0,8,0
2025-01-15 14:00:00,0,1.94,911.2,2.8,4.54,15.9,40.7,24.5,1.74,9,0,17,0
2025-02-12 21:00:00,0,1.96,737.6,2.67,5.14,16.36,55.9,25.6,1.59,0,0,31,0
2025-02-28 06:00:00,2,1.66,807.1,2.54,4.35,22.32,72.0,22.2,1.66,12,1,48,0
2025-02-16 17:00:00,4,1.48,876.7,2.58,4.89,14.07,48.5,24.8,4.06,2,0,17,0
2025-01-22 08:00:00,0,2.08,737.9,2.64,5.45,16.14,50.0,20.6,1.52,10,0,4,0
2025-02-17 16:00:00,5,1.85,798.7,3.0,5.07,23.35,51.4,25.1,5.03,13,0,35,1
2025-01-09 16:00:00,1,1.49,797.0,2.06,4.48,15.98,66.2,22.8,1.64,9,0,20,1
2025-02-05 16:00:00,0,1.67,695.1,2.42,5.24,17.95,57.6,21.6,1.74,15,0,26,0
2025-01-20 12:00:00,5,1.94,813.5,2.7,4.7,21.53,50.0,23.1,1.64,7,0,19,0
2025-01-25 21:00:00,3,1.75,802.5,2.94,5.42,18.27,55.4,21.0,4.56,4,1,5,0
2025-01-24 07:00:00,2,1.71,844.4,2.13,5.26,18.96,32.7,25.9,1.14,8,0,13,0
2025-01-23 12:00:00,1,2.05,705.0,2.5,4.83,17.48,26.3,24.3,1.31,11,1,31,0
2025-01-05 22:00:00,4,1.61,800.8,2.43,4.62,15.82,41.8,26.6,2.35,6,0,7,0
2025-02-02 07:00:00,4,1.66,910.5,2.39,4.58,16.51,73.9,19.5,1.42,1,1,7,1
2025-01-18 06:00:00,3,1.84,966.2,2.62,6.3,18.48,57.9,26.2,1.97,4,1,25,1
2025-01-22 14:00:00,0,1.87,902.4,2.53,3.85,18.94,29.2,19.9,1.57,8,0,13,0
2025-01-15 10:00:00,0,1.89,705.8,2.59,4.12,22.84,51.1,23.9,1.39,5,0,30,0
2025-02-01 22:00:00,3,1.96,836.1,2.71,5.55,16.64,32.0,30.0,1.99,14,0,18,0
2025-02-04 14:00:00,6,1.84,761.3,2.52,5.44,20.98,60.2,20.0,1.76,14,0,33,0
2025-02-24 18:00:00,5,1.89,822.7,2.47,5.18,20.33,53.9,24.0,0.73,10,0,43,0
2025-01-20 07:00:00,5,1.75,738.2,2.38,4.0,17.56,58.9,21.4,1.59,6,1,10,0
2025-02-16 16:00:00,4,1.81,662.9,2.46,5.27,18.07,62.9,22.5,1.0,2,0,34,1
2025-01-30 11:00:00,1,1.82,772.4,2.49,4.51,19.12,45.5,21.5,2.14,12,1,12,1
2025-01-08 15:00:00,0,1.84,857.8,2.68,4.95,14.53,37.6,18.0,2.38,15,0,40,0
2025-01-06 14:00:00,5,1.94,823.0,2.91,5.2,17.37,29.1,25.3,3.42,9,0,31,0
2025-01-22 08:00:00,0,1.9,832.2,2.54,5.25,18.18,71.7,24.0,1.68,0,0,49,0
2025-02-09 07:00:00,4,1.81,817.3,2.5,4.68,19.01,25.7,21.6,1.27,3,1,36,1
2025-01-02 09:00:00,1,1.65,832.4,2.53,5.64,17.59,61.9,27.1,1.66,8,0,50,0
2025-01-22 12:00:00,0,1.81,842.4,2.3,5.41,17.87,70.2,25.3,1.03,2,0,20,1
2025-02-06 10:00:00,1,1.8,778.0,2.73,4.52,16.49,49.3,24.0,2.67,9,0,50,0
2025-01-16 18:00:00,1,1.84,806.6,2.69,4.76,17.84,25.5,25.3,2.1,1,0,39,0
2025-01-26 15:00:00,4,2.2,939.5,2.93,4.62,13.57,58.9,25.4,2.65,7,0,31,0
2025-02-02 19:00:00,4,1.71,811.4,2.54,4.97,20.32,36.5,23.9,2.0,7,0,28,0
2025-02-25 14:00:00,6,1.88,803.4,2.46,5.32,18.05,39.8,25.1,1.25,10,0,16,0
2025-03-01 16:00:00,3,1.99,808.2,3.0,4.08,20.8,52.7,24.6,3.34,3,1,31,0
2025-01-01 11:00:00,0,1.82,782.6,2.75,4.01,17.6,33.0,23.1,5.11,9,0,17,1
2025-02-14 07:00:00,2,2.22,765.2,3.0,4.58,17.94,41.9,22.2,4.24,4,0,23,0
2025-01-16 15:00:00,1,1.73,816.7,2.28,5.68,17.83,58.2,22.3,1.4,6,1,35,0
2025-01-24 07:00:00,2,1.86,759.5,2.97,5.12,17.07,59.6,21.7,4.48,13,0,29,0
2025-01-13 14:00:00,5,1.66,788.4,2.27,5.79,20.1,70.1,23.6,1.51,1,0,32,1
2025-01-07 13:00:00,6,1.74,736.8,2.6,4.92,17.23,58.2,25.3,1.74,7,0,15,0
2025-01-14 21:00:00,6,1.84,808.6,2.54,4.58,20.39,28.7,26.3,1.91,15,0,35,1
2025-01-03 18:00:00,2,1.95,846.7,2.42,4.16,21.46,30.5,24.5,0.77,5,0,38,0
2025-03-01 18:00:00,3,1.86,783.0,2.69,4.58,22.74,64.5,26.7,1.93,6,1,45,0
2025-02-26 21:00:00,0,2.03,639.3,2.69,4.69,21.85,52.4,21.1,1.3,2,0,39,0
2025-01-28 08:00:00,6,1.78,847.2,2.46,3.79,15.13,32.3,26.6,1.76,2,0,28,0
2025-01-19 08:00:00,4,1.74,809.6,2.4,4.58,21.0,55.1,26.4,2.01,6,0,44,0
2025-01-28 22:00:00,6,2.29,720.5,2.82,4.58,18.22,36.6,20.5,2.02,9,0,40,1
2025-02-25 20:00:00,6,1.87,861.9,2.66,5.01,18.25,28.0,21.1,1.56,4,0,40,0
